Gene.ID	Gene.Name	g4_g3.log2foldchange	g4_g3.p-value	g2_g1.log2foldchange	g2_g1.p-value
ENSG00000135709	KIAA0513	0.02169474	0.89994005	0.054042446	0.612681404
ENSG00000135720	DYNC1LI2	-0.073629554	0.579425412	-0.201104586	0.052000336
ENSG00000135744	AGT	0.041998947	0.464302567	-0.583612769	9.52E-05
ENSG00000135778	NTPCR	-0.051399885	0.731087103	0.193757628	0.07494779
ENSG00000135821	GLUL	0.079304833	0.739709666	0.068035884	0.663343368
ENSG00000135829	DHX9	0.060838183	0.756612377	-0.071606339	0.578638015
ENSG00000135862	LAMC1	0.182045885	0.199039905	-0.312298346	0.012151279
ENSG00000135900	MRPL44	-0.005998884	0.978847342	0.134546872	0.505175499
ENSG00000135919	SERPINE2	0.299953392	0.357518528	-0.039687257	0.835961047
ENSG00000135932	CAB39	0.197384863	0.238038869	-0.253612009	0.04335487
ENSG00000135940	COX5B	0.060310645	0.702550417	0.189879991	0.08281503
ENSG00000136021	SCYL2	-0.123893838	0.723008756	-0.183182947	0.427819905
ENSG00000136026	CKAP4	-0.165107589	0.185162122	0.075863865	0.321763029
ENSG00000136044	APPL2	-0.043895071	0.739709666	0.362649586	0.006637132
ENSG00000136051	WASHC4	0.381349187	0.702550417	0.231066826	0.710159398
ENSG00000136068	FLNB	-0.387045601	0.177781703	-0.347551341	0.07111212
ENSG00000136111	TBC1D4	0.436473666	0.501228862	-0.065631403	0.8765347
ENSG00000136143	SUCLA2	0.017438097	0.206469823	0.269958979	3.31E-05
ENSG00000136167	LCP1	0.209751156	0.455198766	-0.454447837	0.041883805
ENSG00000136205	TNS3	-0.075999497	0.665715084	0.211041898	0.112686724
ENSG00000136267	DGKB	0.136774017	0.402127962	0.248602975	0.05188757
ENSG00000136270	TBRG4	-0.231790843	0.010660111	0.380945676	0.000257366
ENSG00000136319	TTC5	0.290699084	0.213692794	-0.053089191	0.715784012
ENSG00000136450	SRSF1	-0.047387789	0.749525797	-0.420181604	0.006200781
ENSG00000136478	TEX2	0.423427602	0.386255167	0.399914976	0.229654405
ENSG00000136521	NDUFB5	-0.005689043	0.97798458	-0.184504449	0.274868827
ENSG00000136527	TRA2B	-0.000760842	0.993473692	0.062626584	0.524274679
ENSG00000136541	ERMN	0.09599673	0.668850075	-0.708565141	0.004130883
ENSG00000136628	EPRS1	0.133302002	0.843247433	-0.234253951	0.58749696
ENSG00000136631	VPS45	-0.214934248	0.501228862	-0.033981609	0.878377173
ENSG00000136717	BIN1	0.011357701	0.920694057	0.036944436	0.575974596
ENSG00000136731	UGGT1	0.003400631	0.975346622	0.128386492	0.156424609
ENSG00000136738	STAM	0.169334216	0.501228862	-0.327467327	0.08281503
ENSG00000136783	NIPSNAP3A	0.049535313	0.611346245	-0.097525757	0.152698624
ENSG00000136802	LRRC8A	0.015363149	0.960526335	0.396483362	0.076613769
ENSG00000136810	TXN	0.120455957	0.376175288	-0.674705476	0.001023901
ENSG00000136827	TOR1A	-0.159980509	0.264565288	0.503042865	0.00286055
ENSG00000136830	NIBAN2	0.248761523	0.199039905	-0.22849811	0.078713399
ENSG00000136842	TMOD1	-0.157870852	0.562873099	0.154041011	0.397161737
ENSG00000136854	STXBP1	-0.071635094	0.337224388	0.143240019	0.02374125
ENSG00000136888	ATP6V1G1	-0.071914775	0.3221219	0.185419828	0.009044304
ENSG00000136950	ARPC5L	0.132459013	0.637053662	0.511469349	0.026645767
ENSG00000137055	PLAA	-0.171846215	0.70327587	-0.167402836	0.562323855
ENSG00000137076	TLN1	-0.038245959	0.569867531	0.077102642	0.11426856
ENSG00000137100	DCTN3	0.055840143	0.33529669	-0.03224908	0.395612713
ENSG00000137106	GRHPR	-0.019878117	0.869013324	-0.303371785	0.008628559
ENSG00000137168	PPIL1	-0.073009997	0.751677682	0.274187784	0.097442598
ENSG00000137274	BPHL	0.430309875	0.488801132	0.022205615	0.962024176
ENSG00000137409	MTCH1	-0.090277638	0.488801132	0.540438008	0.001843343
ENSG00000137486	ARRB1	0.297901629	0.345882857	0.491649148	0.045649771
ENSG00000137497	NUMA1	-0.025040843	0.611346245	-0.289545647	0.000604517
ENSG00000137509	PRCP	-0.035054045	0.824566693	-0.267499591	0.068940039
ENSG00000137563	GGH	-0.21629125	0.181920609	0.270933352	0.028254302
ENSG00000137575	SDCBP	-0.089105523	0.488801132	0.086564227	0.313919565
ENSG00000137710	RDX	-0.141601165	0.519997285	-0.558570293	0.010254611
ENSG00000137824	RMDN3	0.029513095	0.851372946	-0.233550632	0.044422583
ENSG00000137825	ITPKA	-0.007128252	0.955698172	0.341581438	0.006372546
ENSG00000137845	ADAM10	-0.036848108	0.85901909	-0.416255251	0.01703152
ENSG00000137942	FNBP1L	-0.106741472	0.837032758	0.060148853	0.857655142
ENSG00000137944	KYAT3	0.085674176	0.852769324	-0.013516768	0.96757923
ENSG00000137955	RABGGTB	0.059588676	0.857885161	-0.03651866	0.866793197
ENSG00000137992	DBT	0.046061315	0.747033376	0.305760949	0.016016274
ENSG00000137996	RTCA	0.214206109	0.553376909	-0.275737384	0.275193668
ENSG00000138029	HADHB	-0.086804199	0.523555379	-0.085905314	0.346791653
ENSG00000138032	PPM1B	0.052104086	0.538450491	0.177083101	0.019110338
ENSG00000138035	PNPT1	0.543929567	0.135271688	0.276350132	0.130498095
ENSG00000138071	ACTR2	0.044228904	0.719880982	0.001923245	0.985109128
ENSG00000138073	PREB	-0.14244003	0.488212241	0.420756058	0.031105289
ENSG00000138078	PREPL	-0.012531878	0.969996102	-0.047515909	0.84079623
ENSG00000138095	LRPPRC	-0.009909796	0.925573274	0.212534769	0.014000023
ENSG00000138175	ARL3	0.328869766	0.051506345	0.07122728	0.356007217
ENSG00000138246	DNAJC13	0.101273867	0.381749	0.209971958	0.02871715
ENSG00000138279	ANXA7	-0.047567704	0.713595984	-0.205330905	0.038387009
ENSG00000138363	ATIC	-0.079992047	0.71717557	-0.101358512	0.465754215
ENSG00000138385	SSB	-0.075054811	0.763224311	-0.750807312	0.005045908
ENSG00000138411	HECW2	0.274952875	0.135271688	0.205649585	0.082741545
ENSG00000138413	IDH1	0.141323819	0.110178976	-0.461184934	0.000526041
ENSG00000138430	OLA1	-0.006137222	0.963393593	-0.028375864	0.753369005
ENSG00000138434	ITPRID2	-0.074486887	0.756612377	0.226743182	0.212739273
ENSG00000138443	ABI2	0.030670537	0.791879407	0.379839023	0.003566555
ENSG00000138594	TMOD3	0.193598687	0.423284832	-0.179846757	0.275698915
ENSG00000138663	COPS4	0.158143557	0.703135704	0.065809911	0.802961285
ENSG00000138674	SEC31A	-0.007387997	0.977040043	-0.038707178	0.856196488
ENSG00000138698	RAP1GDS1	0.090678253	0.356676935	-0.157587189	0.04226453
ENSG00000138750	NUP54	0.190937113	0.168086646	0.13738294	0.09103005
ENSG00000138758	SEPTIN11	-0.08342656	0.772850879	0.101763234	0.586776353
ENSG00000138760	SCARB2	0.049337875	0.703341976	-0.621515205	0.001012368
ENSG00000138768	USO1	-0.043045794	0.679504973	-0.063905592	0.332603709
ENSG00000138772	ANXA3	0.111057787	0.404511687	0.612917479	0.008820648
ENSG00000138777	PPA2	0.149304663	0.246085506	-0.353489867	0.00626843
ENSG00000138796	HADH	-0.026193876	0.865420875	0.3874612	0.008302421
ENSG00000138802	SEC24B	1.195244106	0.023976481	-0.383108781	0.047385421
ENSG00000138814	PPP3CA	0.236563799	0.562477295	0.310093109	0.266418411
ENSG00000138834	MAPK8IP3	-0.053005463	0.767966283	0.056395889	0.632361185
ENSG00000139131	YARS2	-0.06002945	0.81615565	0.097521146	0.545257944
ENSG00000139180	NDUFA9	-0.14184772	0.461405697	0.223238278	0.109223188
ENSG00000139220	PPFIA2	-0.172089582	0.134288685	0.284352468	0.006372546
ENSG00000139410	SDSL	-0.17021988	0.158278595	-0.036504673	0.603360575
ENSG00000139428	MMAB	-0.090168617	0.105629602	0.50986634	9.52E-05
ENSG00000139433	GLTP	0.13069539	0.685672357	-0.79579187	0.009012349
ENSG00000139641	ESYT1	-0.150883749	0.177781703	-0.341691836	0.003588007
ENSG00000139722	VPS37B	0.100397743	0.575685399	-0.103249912	0.38840314
ENSG00000139910	NOVA1	-0.570899485	0.200482978	0.181546112	0.402588578
ENSG00000139970	RTN1	0.047631072	0.789124282	-0.075227219	0.500381895
ENSG00000140043	PTGR2	-0.021903954	0.957286073	0.031611025	0.909081943
ENSG00000140105	WARS1	-0.277937745	0.050719281	0.297664558	0.005148645
ENSG00000140365	COMMD4	0.253527826	0.477195923	-0.266966284	0.27070723
ENSG00000140416	TPM1	0.288256683	0.163372892	-0.430477095	0.012174369
ENSG00000140474	ULK3	0.069834633	0.868973876	0.25863681	0.334495039
ENSG00000140538	NTRK3	0.083918336	0.878621413	0.190110994	0.595962215
ENSG00000140545	MFGE8	-0.164904814	0.386069515	1.065589134	0.000666729
ENSG00000140553	UNC45A	0.099884395	0.833899457	0.291245779	0.321489716
ENSG00000140600	SH3GL3	-0.06433557	0.713595984	-0.168350601	0.151670767
ENSG00000140688	RUSF1	0.02125013	0.874794389	0.322088457	0.010147488
ENSG00000140718	FTO	-0.232949197	0.102494705	0.141191258	0.101741789
ENSG00000140740	UQCRC2	-0.080654864	0.195615373	0.295574916	0.000903959
ENSG00000140848	CPNE2	0.187449337	0.238038869	0.161998355	0.130875356
ENSG00000140854	KATNB1	-0.019489927	0.965234776	0.316260681	0.294662623
ENSG00000140990	NDUFB10	-0.069628969	0.703135704	0.04911396	0.677057909
ENSG00000140992	PDPK1	-0.098095573	0.12607604	-0.233374587	0.001732674
ENSG00000141279	NPEPPS	-0.045705099	0.497251497	-0.086905589	0.082528608
ENSG00000141367	CLTC	0.027452919	0.833899457	0.281162003	0.013192827
ENSG00000141376	BCAS3	0.048637656	0.771834916	0.234334476	0.059598205
ENSG00000141385	AFG3L2	-0.149894499	0.186013921	0.092993568	0.200901312
ENSG00000141425	RPRD1A	-0.093346039	0.411173663	0.197406672	0.061235101
ENSG00000141447	OSBPL1A	0.662801926	0.071413307	0.019836414	0.923588539
ENSG00000141458	NPC1	-0.037214963	0.84452964	0.108332038	0.363078695
ENSG00000141560	FN3KRP	0.311927886	0.015645932	0.078056923	0.148890196
ENSG00000141564	RPTOR	-0.024059101	0.955698172	0.206885641	0.437901407
ENSG00000141959	PFKL	0.053414681	0.723103463	-0.036814826	0.710159398
ENSG00000141985	SH3GL1	0.323001329	0.264565288	0.693451426	0.010254611
ENSG00000142186	SCYL1	0.039552408	0.861518746	0.13684309	0.363099654
ENSG00000142192	APP	-0.020640954	0.948603337	-0.546131445	0.023031713
ENSG00000142235	LMTK3	-0.158663944	0.633704553	0.507094828	0.046834281
ENSG00000142453	CARM1	0.015448993	0.952243584	0.289484584	0.089463879
ENSG00000142634	EFHD2	-0.114196116	0.455936533	0.19572055	0.084439628
ENSG00000142655	PEX14	-0.206497617	0.281120768	0.057789491	0.643997607
ENSG00000142657	PGD	0.001514871	0.990654893	-0.17560204	0.169886327
ENSG00000142676	RPL11	-0.016759124	0.863789895	-0.176556643	0.024660896
ENSG00000142910	TINAGL1	-0.079391177	0.646632966	0.292069222	0.03322788
ENSG00000142937	RPS8	0.086565502	0.564614799	-0.661916966	0.00158281
ENSG00000142949	PTPRF	-0.013705483	0.911304841	0.454218134	0.001793773
ENSG00000143149	ALDH9A1	0.010315582	0.952243584	-0.203392965	0.077774667
ENSG00000143153	ATP1B1	-0.058774773	0.401623881	0.150749554	0.016577752
ENSG00000143222	UFC1	0.131696591	0.224678715	0.102255815	0.155087111
ENSG00000143353	LYPLAL1	-0.086716698	0.581881887	-0.050092999	0.641540512
ENSG00000143363	PRUNE1	0.115098349	0.488801132	0.061391891	0.578111424
ENSG00000143376	SNX27	0.183371013	0.493765233	-0.143976164	0.404828433
ENSG00000143409	MINDY1	-0.051733983	0.852643446	-0.435042941	0.081637832
ENSG00000143416	SELENBP1	0.114566519	0.486024926	0.029511883	0.790724032
ENSG00000143549	TPM3	0.313314825	0.455198766	-0.498764419	0.101020239
ENSG00000143569	UBAP2L	0.43111315	0.455198766	-0.099186536	0.798504913
ENSG00000143575	HAX1	0.076773552	0.755855545	0.569787749	0.012678318
ENSG00000143621	ILF2	0.076048588	0.757505717	0.042515953	0.796438809
ENSG00000143653	SCCPDH	0.149753291	0.404511687	0.235438167	0.080441749
ENSG00000143727	ACP1	0.12217696	0.742604673	0.425942804	0.103367089
ENSG00000143772	ITPKB	0.06906518	0.855167631	-0.119879433	0.617458636
ENSG00000143776	CDC42BPA	0.095524298	0.703135704	-0.91967674	0.002234856
ENSG00000143799	PARP1	-0.052756931	0.693022374	-0.128156509	0.148890196
ENSG00000143819	EPHX1	-0.151410783	0.403138238	-0.089884036	0.459293986
ENSG00000143850	PLEKHA6	-0.008624814	0.955698172	0.20951919	0.054041032
ENSG00000143858	SYT2	0.125527673	0.795271743	-0.017807963	0.958968725
ENSG00000143870	PDIA6	0.133237239	0.703135704	0.208774566	0.346791653
ENSG00000143977	SNRPG	0.387815027	0.005160598	0.090474838	0.079594418
ENSG00000144028	SNRNP200	0.470161966	0.4017118	0.153035459	0.686469434
ENSG00000144036	EXOC6B	0.065750378	0.77124045	0.007685068	0.962024176
ENSG00000144040	SFXN5	-0.119195671	0.374419165	-0.296523655	0.015511819
ENSG00000144306	SCRN3	0.7370925	0.199039905	-0.176522171	0.513968482
ENSG00000144320	LNPK	-0.016485438	0.977040043	0.471405206	0.340901799
ENSG00000144369	FAM171B	-0.117967904	0.376731995	0.219733957	0.039395317
ENSG00000144381	HSPD1	0.083215808	0.408868415	0.138441171	0.070167386
ENSG00000144566	RAB5A	0.069482618	0.655890653	0.01555282	0.881631903
ENSG00000144619	CNTN4	-0.174506991	0.301716956	0.451385854	0.020814963
ENSG00000144647	POMGNT2	-0.011433477	0.863789895	0.335173848	0.008165079
ENSG00000144674	GOLGA4	-0.090276332	0.786588021	0.143909968	0.492532341
ENSG00000144711	IQSEC1	0.062606465	0.693022374	0.144663971	0.165192609
ENSG00000144744	UBA3	0.032309681	0.72372788	0.006120141	0.923588539
ENSG00000144746	ARL6IP5	0.232538592	0.34234514	0.105538071	0.511023783
ENSG00000144827	ABHD10	-0.057571145	0.623269898	0.307804196	0.008334965
ENSG00000144834	TAGLN3	-0.026371186	0.824566693	-0.189544037	0.035035722
ENSG00000144847	IGSF11	0.233373879	0.506483515	0.312657126	0.221450109
ENSG00000144848	ATG3	0.294345048	0.476531256	-0.366209924	0.197952331
ENSG00000144908	ALDH1L1	0.015131692	0.941518798	-0.047521734	0.691562914
ENSG00000144959	NCEH1	-0.073497097	0.226298442	0.434314706	0.000255198
ENSG00000145214	DGKQ	-0.107086608	0.696620182	0.464724213	0.029960255
ENSG00000145335	SNCA	0.392506439	0.177781703	0.267446201	0.147647372
ENSG00000145349	CAMK2D	0.088063942	0.328430204	0.306206819	0.003471765
ENSG00000145354	CISD2	0.060620603	0.789276301	0.441885596	0.020466791
ENSG00000145391	SETD7	0.021737689	0.908735624	-0.185491137	0.175643998
ENSG00000145715	RASA1	0.187066141	0.547232604	-0.092673973	0.645214749
ENSG00000145833	DDX46	0.048043316	0.855066155	-0.286729768	0.108622198
ENSG00000145882	PCYOX1L	0.037148499	0.79582544	0.19079936	0.067268146
ENSG00000145920	CPLX2	0.178912433	0.488801132	0.211135161	0.232822274
ENSG00000145990	GFOD1	0.051303062	0.703135704	0.168155626	0.077216875
ENSG00000146005	PSD2	0.109326899	0.41461211	0.027128748	0.769007786
ENSG00000146006	LRRTM2	0.259214099	0.289141262	0.28284032	0.09971737
ENSG00000146085	MMUT	0.012356828	0.911300602	-0.173146502	0.030638781
ENSG00000146122	DAAM2	0.218826392	0.444800979	-0.484896619	0.036264665
ENSG00000146216	TTBK1	0.148717678	0.58558405	0.393813634	0.0999875
ENSG00000146476	ARMT1	1.421253621	0.003692458	0.262936707	0.098574458
ENSG00000146701	MDH2	-0.041048262	0.181920609	0.336419323	8.87E-05
ENSG00000146828	SLC12A9	0.229491262	0.366141724	0.19446527	0.244545054
ENSG00000147044	CASK	-0.003884916	0.974673507	-0.225016872	0.045551411
ENSG00000147123	NDUFB11	0.058404094	0.22670952	0.550158638	8.87E-05
ENSG00000147140	NONO	0.095454447	0.783034712	-0.005739968	0.983768475
ENSG00000147162	OGT	-0.173746531	0.092957799	0.095875569	0.113831012
ENSG00000147383	NSDHL	0.015094439	0.971357246	0.170737038	0.595962215
ENSG00000147459	DOCK5	-0.079648813	0.501228862	-0.200889119	0.03742162
ENSG00000147526	TACC1	0.190853197	0.553376909	0.233684108	0.282458289
ENSG00000147677	EIF3H	0.150257225	0.690836549	0.096450436	0.689926655
ENSG00000147684	NDUFB9	-0.236822113	0.010660111	0.362797253	0.000308384
ENSG00000147799	ARHGAP39	-0.110650973	0.501228862	0.098810982	0.372314562
ENSG00000147853	AK3	-0.087736906	0.640435997	-0.106205881	0.384564911
ENSG00000148053	NTRK2	-0.413912035	0.03664592	0.195488039	0.052313309
ENSG00000148090	AUH	-0.202492384	0.216504886	0.238561661	0.046404438
ENSG00000148158	SNX30	-0.09931986	0.402127962	0.18119593	0.050163032
ENSG00000148218	ALAD	-0.084823566	0.250889243	-0.159626698	0.014119816
ENSG00000148339	SLC25A25	0.112552696	0.477195923	-0.011266377	0.921580402
ENSG00000148341	SH3GLB2	0.126605945	0.291256964	0.207754483	0.03057977
ENSG00000148356	LRSAM1	0.018382843	0.877700238	0.249781485	0.015693621
ENSG00000148396	SEC16A	0.033804758	0.912523429	0.219974644	0.238792031
ENSG00000148408	CACNA1B	-0.01459116	0.948459382	0.093257492	0.458564364
ENSG00000148444	COMMD3	0.023271539	0.916093334	0.482509393	0.010691795
ENSG00000148468	FAM171A1	0.217570044	0.488801132	-0.155386393	0.457845936
ENSG00000148484	RSU1	0.156337512	0.282671413	-0.270746797	0.024068998
ENSG00000148498	PARD3	0.530481284	0.280272948	0.369167226	0.21846197
ENSG00000148660	CAMK2G	-0.002891244	0.982839607	-0.216854589	0.103613172
ENSG00000148700	ADD3	-0.025865879	0.829366474	0.242444633	0.016107524
ENSG00000148798	INA	-0.021533445	0.746592352	0.082775664	0.084439628
ENSG00000148834	GSTO1	-0.152675037	0.353380828	-0.445823224	0.007618458
ENSG00000149084	HSD17B12	0.195652037	0.558547048	0.253946309	0.265561545
ENSG00000149091	DGKZ	0.130989176	0.499036552	0.249658161	0.082741545
ENSG00000149115	TNKS1BP1	-0.360510445	0.181920609	0.108550323	0.395279841
ENSG00000149131	SERPING1	0.047020001	0.895779096	-0.279469638	0.227805215
ENSG00000149136	SSRP1	-0.033463882	0.767966283	0.297289014	0.030119749
ENSG00000149177	PTPRJ	-0.138992994	0.063722991	0.162738534	0.006372546
ENSG00000149182	ARFGAP2	0.001705112	0.969996102	0.421452183	0.000149412
ENSG00000149218	ENDOD1	0.100063644	0.649067635	-0.303704499	0.051880158
ENSG00000149260	CAPN5	0.41966588	0.258179702	0.246369121	0.253590909
ENSG00000149269	PAK1	-0.084692876	0.161241041	0.190672982	0.002949501
ENSG00000149273	RPS3	0.18045099	0.282983284	0.09047408	0.400017694
ENSG00000149294	NCAM1	0.089793955	0.402127962	-0.006303618	0.9363117
ENSG00000149313	AASDHPPT	-0.133501447	0.133564518	0.351897601	0.001345134
ENSG00000149357	LAMTOR1	0.087774513	0.4017118	0.271215937	0.009040554
ENSG00000149476	TKFC	-0.013647606	0.836697142	-0.177719483	0.006249385
ENSG00000149541	B3GAT3	0.045269	0.83932298	-0.07480151	0.592794267
ENSG00000149591	TAGLN	-0.202033653	0.010660111	-0.190392959	0.001796879
ENSG00000149792	MRPL49	0.752630213	0.16461927	-0.631632175	0.076201232
ENSG00000149798	CDC42EP2	-0.230096419	0.460878422	-0.445359089	0.092253052
ENSG00000149823	VPS51	0.10829035	0.408906137	0.342541228	0.009042008
ENSG00000149925	ALDOA	0.102561862	0.218448376	0.02457989	0.642555494
ENSG00000149930	TAOK2	0.348983775	0.304862081	-0.014142356	0.94390804
ENSG00000149970	CNKSR2	0.126313133	0.754448296	0.203232514	0.440621131
ENSG00000150093	ITGB1	-0.090219973	0.493765233	-0.250280369	0.025502757
ENSG00000150471	ADGRL3	0.188893308	0.328430204	0.32951908	0.033689638
ENSG00000150540	HNMT	-0.095426	0.751000198	-0.253748606	0.21011675
ENSG00000150625	GPM6A	0.039346262	0.755447326	-0.045666208	0.581499456
ENSG00000150627	WDR17	0.04688329	0.862723276	0.123641048	0.462790999
ENSG00000150656	CNDP1	0.009729355	0.953369997	-0.282261744	0.025399945
ENSG00000150672	DLG2	0.062293824	0.647646767	0.16832408	0.085629442
ENSG00000150753	CCT5	0.031292485	0.70327587	-0.356473656	0.001403895
ENSG00000150764	DIXDC1	0.426107415	0.463777549	-0.688342865	0.132688655
ENSG00000150768	DLAT	0.035391934	0.797472425	0.257485799	0.023649078
ENSG00000150867	PIP4K2A	0.175196583	0.537922267	0.045720449	0.812319023
ENSG00000150995	ITPR1	-0.051780249	0.751070609	0.038402662	0.723645348
ENSG00000151025	GPR158	-0.148274466	0.3221219	0.376340574	0.009471159
ENSG00000151150	ANK3	0.174409488	0.321325614	0.249353457	0.058151498
ENSG00000151240	DIP2C	0.079973537	0.496871578	0.364855065	0.005045908
ENSG00000151327	FAM177A1	0.280643839	0.415211998	0.042393828	0.860475502
ENSG00000151366	NDUFC2	-0.102064101	0.102210261	-0.084204213	0.041883805
ENSG00000151376	ME3	0.034038521	0.816831442	0.556699976	0.002043482
ENSG00000151461	UPF2	-0.200453574	0.51036856	-0.237524609	0.259350779
ENSG00000151498	ACAD8	-0.088903937	0.746172964	0.059971407	0.741763087
ENSG00000151502	VPS26B	-0.019020243	0.931209668	0.235890486	0.146724028
ENSG00000151552	QDPR	0.001327911	0.982249753	-0.519033619	0.000425376
ENSG00000151640	DPYSL4	-0.067081904	0.723008756	-0.01199644	0.926621375
ENSG00000151689	INPP1	0.602026998	0.339084468	-0.501662123	0.239128342
ENSG00000151779	NBAS	0.165971306	0.647646767	0.381572231	0.1296772
ENSG00000151806	GUF1	-0.05855679	0.690836549	0.438032095	0.02163739
ENSG00000151835	SACS	0.237484943	0.267419103	-0.606968237	0.005858848
ENSG00000151914	DST	0.04391648	0.621785327	-0.361395778	0.001898778
ENSG00000151929	BAG3	0.167066184	0.656757896	-0.363411208	0.156624908
ENSG00000152137	HSPB8	0.565820213	0.051506345	-0.252069259	0.096544695
ENSG00000152234	ATP5F1A	-0.020090533	0.77945787	0.151957805	0.015657227
ENSG00000152256	PDK1	0.086897609	0.816831442	0.255709571	0.282458289
ENSG00000152402	GUCY1A2	0.156203967	0.388692978	0.214960169	0.100763475
ENSG00000152409	JMY	-0.236516609	0.581881887	-0.425542916	0.191869929
ENSG00000152413	HOMER1	-0.010682574	0.931209668	0.135461338	0.087974902
ENSG00000152503	TRIM36	0.172919394	0.327214417	-0.024770414	0.834695208
ENSG00000152556	PFKM	0.054314836	0.546746555	-0.126445286	0.065317921
ENSG00000152583	SPARCL1	-0.364411298	0.246085506	0.280171928	0.155133683
ENSG00000152620	NADK2	0.04752231	0.805677855	-0.030243733	0.808166613
ENSG00000152642	GPD1L	-0.051698232	0.758651138	-0.082803974	0.451443363
ENSG00000152684	PELO	0.037680198	0.791896621	-0.334854849	0.011065116
ENSG00000152700	SAR1B	0.050270619	0.750199684	-0.315911718	0.019991853
ENSG00000152767	FARP1	0.012833382	0.941518798	0.281022545	0.02641076
ENSG00000152818	UTRN	-0.128960476	0.477195923	0.120488528	0.319500593
ENSG00000152904	GGPS1	-0.041537887	0.870773838	0.045636386	0.78246354
ENSG00000153187	HNRNPU	0.050603288	0.791514541	-0.724519508	0.002120214
ENSG00000153201	RANBP2	0.191995759	0.703090743	0.040051027	0.904873367
ENSG00000153291	SLC25A27	0.054109121	0.783247021	0.591826354	0.004811949
ENSG00000153310	CYRIB	0.192664277	0.117270096	-0.079466055	0.265181949
ENSG00000153317	ASAP1	0.060243493	0.875482758	-0.017203632	0.94891203
ENSG00000153902	LGI4	0.114965044	0.722430281	0.068747204	0.744337029
ENSG00000153904	DDAH1	-0.125404884	0.680418786	0.019674552	0.923987066
ENSG00000153933	DGKE	-0.146511193	0.734324557	0.628802534	0.097442598
ENSG00000153956	CACNA2D1	0.174383933	0.16461927	0.38604975	0.002040728
ENSG00000154027	AK5	-0.05429028	0.512433855	0.261982481	0.004959336
ENSG00000154174	TOMM70	-0.028813009	0.83932298	0.213865448	0.042131043
ENSG00000154222	CC2D1B	0.037482661	0.716946603	-0.105640012	0.130875356
ENSG00000154229	PRKCA	-0.062474728	0.696620182	0.177820383	0.103613172
ENSG00000154310	TNIK	-0.142961169	0.191635391	0.380384288	0.002612436
ENSG00000154380	ENAH	0.089201599	0.783034712	-0.978832783	0.022375733
ENSG00000154556	SORBS2	-0.176935268	0.388692978	0.011168596	0.93962398
ENSG00000154582	ELOC	0.045281264	0.855066155	-0.118966443	0.44610903
ENSG00000154654	NCAM2	-0.040554927	0.859449538	-0.08167008	0.568336359
ENSG00000154710	RABGEF1	0.091890856	0.400012623	-0.201898796	0.026645767
ENSG00000154719	MRPL39	-0.050770489	0.882252081	0.124901179	0.570246936
ENSG00000154723	ATP5PF	0.23737867	0.030944534	-0.592438264	0.000155208
ENSG00000154945	ANKRD40	0.691418017	0.273592085	-0.148442533	0.660163012
ENSG00000155034	FBXL18	0.169986723	0.539521486	0.192179198	0.304971025
ENSG00000155052	CNTNAP5	0.225543097	0.114069882	0.335328748	0.007361782
ENSG00000155097	ATP6V1C1	0.166196885	0.224678715	-0.059880136	0.482629332
ENSG00000155229	MMS19	0.412950255	0.316052101	0.445126762	0.120286853
ENSG00000155506	LARP1	0.054022517	0.853432735	0.188586168	0.303098418
ENSG00000155660	PDIA4	0.082467414	0.800802088	0.068552989	0.74747112
ENSG00000155849	ELMO1	-0.832681077	0.003692458	-0.069800117	0.408698773
ENSG00000155906	RMND1	0.210456576	0.593435831	-0.068328183	0.798396699
ENSG00000155959	VBP1	0.194514445	0.48305813	-0.382304032	0.067116541
ENSG00000155961	RAB39B	-0.146693514	0.698490576	0.039635678	0.874235479
ENSG00000155980	KIF5A	0.068620623	0.703135704	-0.429936425	0.010316518
ENSG00000156011	PSD3	0.205739468	0.461405697	-0.64550477	0.013668073
ENSG00000156026	MCU	-0.020410819	0.911856177	0.669881451	0.001918549
ENSG00000156052	GNAQ	0.023960959	0.722430281	-0.283311596	0.011653633
ENSG00000156110	ADK	0.25648816	0.807733726	0.179480811	0.792746343
ENSG00000156113	KCNMA1	0.41738493	0.010660111	0.43999432	0.001286502
ENSG00000156261	CCT8	0.017327497	0.800802088	0.045414839	0.304971025
ENSG00000156299	TIAM1	0.483045999	0.112218206	0.25519322	0.159134034
ENSG00000156453	PCDH1	0.122432911	0.491267107	0.035240432	0.770554796
ENSG00000156467	UQCRB	0.027665076	0.867967311	0.270911889	0.033678494
ENSG00000156508	EEF1A1	0.191739099	0.342601389	-0.656836405	0.004125846
ENSG00000156642	NPTN	-0.018871749	0.885417785	0.085213361	0.318646959
ENSG00000156709	AIFM1	-0.0085486	0.960440527	0.157967927	0.163917776
ENSG00000156873	PHKG2	0.018473312	0.931209668	0.109052565	0.369612798
ENSG00000156973	PDE6D	0.207091338	0.502381117	0.124147458	0.531942602
ENSG00000156976	EIF4A2	0.063099957	0.852643446	-0.582181708	0.020181263
ENSG00000157036	EXOG	0.812786626	0.051506345	0.532100913	0.029960255
ENSG00000157087	ATP2B2	-0.15516172	0.515931053	0.204045969	0.218927856
ENSG00000157103	SLC6A1	0.283251034	0.063722991	-0.056104202	0.24038453
ENSG00000157106	SMG1	0.14324911	0.687179026	0.307060654	0.187637736
